id_votacao,id_deputado,tipoVoto,dataRegistroVoto
2350706-6,224333,1.0,2023-03-15T17:35:36
2350706-6,220708,1.0,2023-03-15T17:35:35
2350706-6,204492,1.0,2023-03-15T17:35:34
2350706-6,141391,1.0,2023-03-15T17:35:33
2350706-6,204409,1.0,2023-03-15T17:35:31
2350706-6,204356,0.0,2023-03-15T17:35:28
2350706-6,162067,1.0,2023-03-15T17:35:27
2350706-6,74646,1.0,2023-03-15T17:35:23
2350706-6,220557,0.0,2023-03-15T17:35:22
2350706-6,204557,1.0,2023-03-15T17:35:21
2350706-6,141480,1.0,2023-03-15T17:35:20
2350706-6,143632,1.0,2023-03-15T17:35:20
2350706-6,178964,1.0,2023-03-15T17:35:19
2350706-6,204390,0.0,2023-03-15T17:35:17
2350706-6,221329,1.0,2023-03-15T17:35:14
2350706-6,220543,0.0,2023-03-15T17:35:11
2350706-6,220616,0.0,2023-03-15T17:35:10
2350706-6,220581,1.0,2023-03-15T17:35:09
2350706-6,220605,1.0,2023-03-15T17:35:09
2350706-6,220651,1.0,2023-03-15T17:35:08
2350706-6,204474,1.0,2023-03-15T17:35:06
2350706-6,74299,1.0,2023-03-15T17:35:05
2350706-6,160610,1.0,2023-03-15T17:35:05
2350706-6,74317,1.0,2023-03-15T17:35:04
2350706-6,204367,1.0,2023-03-15T17:35:03
2350706-6,204391,1.0,2023-03-15T17:35:03
2350706-6,178866,1.0,2023-03-15T17:35:00
2350706-6,220638,0.0,2023-03-15T17:35:00
2350706-6,74262,1.0,2023-03-15T17:34:59
2350706-6,220563,0.0,2023-03-15T17:34:57
2350706-6,74057,1.0,2023-03-15T17:34:53
2350706-6,220607,1.0,2023-03-15T17:34:51
2350706-6,204419,1.0,2023-03-15T17:34:49
2350706-6,220631,0.0,2023-03-15T17:34:47
2350706-6,74156,1.0,2023-03-15T17:34:41
2350706-6,205476,1.0,2023-03-15T17:34:39
2350706-6,204360,0.0,2023-03-15T17:34:37
2350706-6,220630,1.0,2023-03-15T17:34:37
2350706-6,141398,1.0,2023-03-15T17:34:35
2350706-6,154178,0.0,2023-03-15T17:34:34
2350706-6,204497,1.0,2023-03-15T17:34:32
2350706-6,220609,1.0,2023-03-15T17:34:32
2350706-6,80815,1.0,2023-03-15T17:34:31
2350706-6,220617,1.0,2023-03-15T17:34:30
2350706-6,107283,1.0,2023-03-15T17:34:29
2350706-6,221378,1.0,2023-03-15T17:34:25
2350706-6,204472,0.0,2023-03-15T17:34:23
2350706-6,220671,1.0,2023-03-15T17:34:23
2350706-6,74041,1.0,2023-03-15T17:34:12
2350706-6,220639,1.0,2023-03-15T17:34:10
2350706-6,220571,1.0,2023-03-15T17:34:09
2350706-6,74141,1.0,2023-03-15T17:34:07
2350706-6,74428,1.0,2023-03-15T17:34:07
2350706-6,141421,1.0,2023-03-15T17:34:07
2350706-6,74376,1.0,2023-03-15T17:34:05
2350706-6,160642,0.0,2023-03-15T17:34:04
2350706-6,171786,1.0,2023-03-15T17:34:01
2350706-6,220674,1.0,2023-03-15T17:33:58
2350706-6,178934,1.0,2023-03-15T17:33:57
2350706-6,204572,0.0,2023-03-15T17:33:56
2350706-6,220573,1.0,2023-03-15T17:33:56
2350706-6,204570,0.0,2023-03-15T17:33:52
2350706-6,141411,1.0,2023-03-15T17:33:51
2350706-6,160556,1.0,2023-03-15T17:33:50
2350706-6,160535,1.0,2023-03-15T17:33:49
2350706-6,166402,0.0,2023-03-15T17:33:49
2350706-6,204480,1.0,2023-03-15T17:33:48
2350706-6,220560,1.0,2023-03-15T17:33:48
2350706-6,220645,1.0,2023-03-15T17:33:48
2350706-6,178943,0.0,2023-03-15T17:33:45
2350706-6,220627,1.0,2023-03-15T17:33:44
2350706-6,74478,1.0,2023-03-15T17:33:41
2350706-6,171617,1.0,2023-03-15T17:33:40
2350706-6,220632,1.0,2023-03-15T17:33:39
2350706-6,220602,1.0,2023-03-15T17:33:38
2350706-6,220610,1.0,2023-03-15T17:33:38
2350706-6,160632,1.0,2023-03-15T17:33:37
2350706-6,62881,1.0,2023-03-15T17:33:36
2350706-6,204362,1.0,2023-03-15T17:33:35
2350706-6,204396,0.0,2023-03-15T17:33:35
2350706-6,91228,1.0,2023-03-15T17:33:32
2350706-6,204369,0.0,2023-03-15T17:33:32
2350706-6,220597,1.0,2023-03-15T17:33:31
2350706-6,204404,1.0,2023-03-15T17:33:30
2350706-6,73768,1.0,2023-03-15T17:33:29
2350706-6,220549,1.0,2023-03-15T17:33:26
2350706-6,178933,1.0,2023-03-15T17:33:25
2350706-6,204411,0.0,2023-03-15T17:33:22
2350706-6,204473,0.0,2023-03-15T17:33:21
2350706-6,74554,1.0,2023-03-15T17:33:19
2350706-6,141470,1.0,2023-03-15T17:33:19
2350706-6,220626,1.0,2023-03-15T17:33:19
2350706-6,73801,1.0,2023-03-15T17:33:17
2350706-6,92346,0.0,2023-03-15T17:33:17
2350706-6,204448,1.0,2023-03-15T17:33:16
2350706-6,178887,1.0,2023-03-15T17:33:15
2350706-6,160548,1.0,2023-03-15T17:33:13
2350706-6,220545,0.0,2023-03-15T17:33:13
2350706-6,160598,1.0,2023-03-15T17:33:11
2350706-6,204520,0.0,2023-03-15T17:33:11
2350706-6,204412,1.0,2023-03-15T17:33:10
2350706-6,160976,1.0,2023-03-15T17:33:05
2350706-6,178896,1.0,2023-03-15T17:33:03
2350706-6,204515,1.0,2023-03-15T17:33:00
2350706-6,220551,0.0,2023-03-15T17:33:00
2350706-6,220669,1.0,2023-03-15T17:32:59
2350706-6,141487,1.0,2023-03-15T17:32:55
2350706-6,204486,1.0,2023-03-15T17:32:55
2350706-6,160518,1.0,2023-03-15T17:32:54
2350706-6,204368,1.0,2023-03-15T17:32:52
2350706-6,220594,1.0,2023-03-15T17:32:52
2350706-6,220677,1.0,2023-03-15T17:32:48
2350706-6,204524,1.0,2023-03-15T17:32:47
2350706-6,220668,1.0,2023-03-15T17:32:46
2350706-6,178997,1.0,2023-03-15T17:32:45
2350706-6,178876,1.0,2023-03-15T17:32:44
2350706-6,220703,1.0,2023-03-15T17:32:44
2350706-6,141459,0.0,2023-03-15T17:32:42
2350706-6,204507,0.0,2023-03-15T17:32:41
2350706-6,136811,1.0,2023-03-15T17:32:34
2350706-6,204460,0.0,2023-03-15T17:32:34
2350706-6,73701,1.0,2023-03-15T17:32:33
2350706-6,103758,1.0,2023-03-15T17:32:33
2350706-6,204453,1.0,2023-03-15T17:32:32
2350706-6,204539,1.0,2023-03-15T17:32:31
2350706-6,220683,1.0,2023-03-15T17:32:31
2350706-6,81055,1.0,2023-03-15T17:32:28
2350706-6,178992,1.0,2023-03-15T17:32:27
2350706-6,204534,1.0,2023-03-15T17:32:27
2350706-6,220615,1.0,2023-03-15T17:32:27
2350706-6,220634,1.0,2023-03-15T17:32:25
2350706-6,73604,1.0,2023-03-15T17:32:20
2350706-6,74574,1.0,2023-03-15T17:32:20
2350706-6,160666,1.0,2023-03-15T17:32:19
2350706-6,204491,0.0,2023-03-15T17:32:16
2350706-6,220561,1.0,2023-03-15T17:32:16
2350706-6,141485,1.0,2023-03-15T17:32:14
2350706-6,204456,1.0,2023-03-15T17:32:12
2350706-6,74383,1.0,2023-03-15T17:32:10
2350706-6,74858,1.0,2023-03-15T17:32:10
2350706-6,73486,1.0,2023-03-15T17:32:09
2350706-6,73531,1.0,2023-03-15T17:32:08
2350706-6,220596,0.0,2023-03-15T17:32:07
2350706-6,220558,0.0,2023-03-15T17:32:05
2350706-6,178910,1.0,2023-03-15T17:32:02
2350706-6,178972,1.0,2023-03-15T17:32:00
2350706-6,204517,1.0,2023-03-15T17:31:59
2350706-6,220580,1.0,2023-03-15T17:31:56
2350706-6,220664,1.0,2023-03-15T17:31:55
2350706-6,220706,1.0,2023-03-15T17:31:52
2350706-6,133439,1.0,2023-03-15T17:31:48
2350706-6,204533,1.0,2023-03-15T17:31:48
2350706-6,219585,1.0,2023-03-15T17:31:44
2350706-6,122974,1.0,2023-03-15T17:31:42
2350706-6,178871,1.0,2023-03-15T17:31:42
2350706-6,204479,1.0,2023-03-15T17:31:42
2350706-6,220663,1.0,2023-03-15T17:31:42
2350706-6,220589,1.0,2023-03-15T17:31:41
2350706-6,220555,1.0,2023-03-15T17:31:40
2350706-6,224117,1.0,2023-03-15T17:31:40
2350706-6,74060,1.0,2023-03-15T17:31:36
2350706-6,204358,1.0,2023-03-15T17:31:35
2350706-6,206018,1.0,2023-03-15T17:31:33
2350706-6,220532,1.0,2023-03-15T17:31:33
2350706-6,220713,1.0,2023-03-15T17:31:30
2350706-6,88256,1.0,2023-03-15T17:31:28
2350706-6,178963,1.0,2023-03-15T17:31:28
2350706-6,178858,1.0,2023-03-15T17:31:26
2350706-6,107970,1.0,2023-03-15T17:31:22
2350706-6,204355,1.0,2023-03-15T17:31:22
2350706-6,220665,1.0,2023-03-15T17:31:19
2350706-6,220569,1.0,2023-03-15T17:31:17
2350706-6,160161,1.0,2023-03-15T17:31:15
2350706-6,220648,1.0,2023-03-15T17:31:13
2350706-6,141531,1.0,2023-03-15T17:31:10
2350706-6,179001,1.0,2023-03-15T17:31:06
2350706-6,220578,1.0,2023-03-15T17:31:06
2350706-6,178983,0.0,2023-03-15T17:31:04
2350706-6,204431,1.0,2023-03-15T17:31:01
2350706-6,160640,0.0,2023-03-15T17:30:59
2350706-6,204394,1.0,2023-03-15T17:30:58
2350706-6,220604,1.0,2023-03-15T17:30:58
2350706-6,74043,0.0,2023-03-15T17:30:57
2350706-6,221338,1.0,2023-03-15T17:30:57
2350706-6,204476,1.0,2023-03-15T17:30:55
2350706-6,152605,1.0,2023-03-15T17:30:54
2350706-6,220701,1.0,2023-03-15T17:30:51
2350706-6,69871,1.0,2023-03-15T17:30:50
2350706-6,204512,1.0,2023-03-15T17:30:49
2350706-6,220564,1.0,2023-03-15T17:30:48
2350706-6,66828,1.0,2023-03-15T17:30:47
2350706-6,220654,0.0,2023-03-15T17:30:47
2350706-6,220533,1.0,2023-03-15T17:30:42
2350706-6,204573,1.0,2023-03-15T17:30:39
2350706-6,74283,1.0,2023-03-15T17:30:37
2350706-6,98615,1.0,2023-03-15T17:30:32
2350706-6,139285,1.0,2023-03-15T17:30:32
2350706-6,178993,1.0,2023-03-15T17:30:28
2350706-6,204462,0.0,2023-03-15T17:30:23
2350706-6,141408,1.0,2023-03-15T17:30:19
2350706-6,220662,1.0,2023-03-15T17:30:19
2350706-6,141431,1.0,2023-03-15T17:30:17
2350706-6,204541,1.0,2023-03-15T17:30:17
2350706-6,92699,1.0,2023-03-15T17:30:16
2350706-6,73579,0.0,2023-03-15T17:30:15
2350706-6,220576,1.0,2023-03-15T17:30:14
2350706-6,204398,1.0,2023-03-15T17:30:13
2350706-6,204407,1.0,2023-03-15T17:30:13
2350706-6,156190,1.0,2023-03-15T17:30:11
2350706-6,204535,1.0,2023-03-15T17:30:05
2350706-6,109429,1.0,2023-03-15T17:30:04
2350706-6,204374,0.0,2023-03-15T17:29:57
2350706-6,74171,1.0,2023-03-15T17:29:55
2350706-6,178835,1.0,2023-03-15T17:29:45
2350706-6,220690,0.0,2023-03-15T17:29:43
2350706-6,220659,1.0,2023-03-15T17:29:41
2350706-6,204522,1.0,2023-03-15T17:29:37
2350706-6,204504,1.0,2023-03-15T17:29:36
2350706-6,204506,Artigo 17,2023-03-15T17:29:01
2390384-12,72442,1.0,2023-09-26T17:32:41
2390384-12,74428,1.0,2023-09-26T17:32:41
2390384-12,74696,1.0,2023-09-26T17:32:41
2390384-12,91228,1.0,2023-09-26T17:32:41
2390384-12,123086,1.0,2023-09-26T17:32:41
2390384-12,137070,1.0,2023-09-26T17:32:41
2390384-12,141391,1.0,2023-09-26T17:32:41
2390384-12,141458,0.0,2023-09-26T17:32:41
2390384-12,143632,0.0,2023-09-26T17:32:41
2390384-12,165470,1.0,2023-09-26T17:32:41
2390384-12,178887,1.0,2023-09-26T17:32:41
2390384-12,178987,1.0,2023-09-26T17:32:41
2390384-12,178993,1.0,2023-09-26T17:32:41
2390384-12,188097,0.0,2023-09-26T17:32:41
2390384-12,204361,1.0,2023-09-26T17:32:41
2390384-12,204396,0.0,2023-09-26T17:32:41
2390384-12,204408,1.0,2023-09-26T17:32:41
2390384-12,204486,0.0,2023-09-26T17:32:41
2390384-12,204550,0.0,2023-09-26T17:32:41
2390384-12,214694,1.0,2023-09-26T17:32:41
2390384-12,220542,1.0,2023-09-26T17:32:41
2390384-12,220560,1.0,2023-09-26T17:32:41
2390384-12,220598,0.0,2023-09-26T17:32:41
2390384-12,220624,1.0,2023-09-26T17:32:41
2390384-12,220691,1.0,2023-09-26T17:32:41
2390384-12,221148,0.0,2023-09-26T17:32:41
2355627-8,220645,1.0,2023-08-01T19:44:51
2355627-8,171786,1.0,2023-08-01T19:44:35
2355627-8,160642,1.0,2023-08-01T19:44:27
2355627-8,204368,1.0,2023-08-01T19:43:37
2355627-8,122158,1.0,2023-08-01T19:43:34
2355627-8,178829,1.0,2023-08-01T19:43:26
2355627-8,220554,1.0,2023-08-01T19:43:25
2355627-8,178987,1.0,2023-08-01T19:43:24
2355627-8,220648,1.0,2023-08-01T19:43:21
2355627-8,204367,1.0,2023-08-01T19:43:15
2355627-8,220555,0.0,2023-08-01T19:43:12
2355627-8,204407,1.0,2023-08-01T19:43:11
2355627-8,204456,1.0,2023-08-01T19:42:48
2355627-8,178947,1.0,2023-08-01T19:42:40
2355627-8,191923,1.0,2023-08-01T19:42:40
2355627-8,178843,1.0,2023-08-01T19:42:35
2355627-8,178992,1.0,2023-08-01T19:42:25
2355627-8,221148,1.0,2023-08-01T19:42:15
2355627-8,204480,1.0,2023-08-01T19:42:03
2355627-8,160610,1.0,2023-08-01T19:42:02
2355627-8,141411,1.0,2023-08-01T19:41:56
2355627-8,220639,1.0,2023-08-01T19:41:56
2355627-8,204535,1.0,2023-08-01T19:41:41
2355627-8,220626,1.0,2023-08-01T19:41:40
2355627-8,160538,1.0,2023-08-01T19:41:38
2355627-8,141431,1.0,2023-08-01T19:41:32
2355627-8,220618,1.0,2023-08-01T19:41:23
2355627-8,74858,1.0,2023-08-01T19:41:19
2355627-8,220565,1.0,2023-08-01T19:41:16
2355627-8,204409,1.0,2023-08-01T19:41:12
2355627-8,220650,1.0,2023-08-01T19:41:04
2355627-8,133810,1.0,2023-08-01T19:41:00
2355627-8,204494,1.0,2023-08-01T19:40:51
2355627-8,74171,1.0,2023-08-01T19:40:49
2355627-8,204423,1.0,2023-08-01T19:40:38
2355627-8,226075,1.0,2023-08-01T19:40:37
2355627-8,74161,1.0,2023-08-01T19:40:36
2355627-8,74160,1.0,2023-08-01T19:40:32
2355627-8,160575,1.0,2023-08-01T19:40:25
2355627-8,160632,1.0,2023-08-01T19:40:20
2355627-8,204464,1.0,2023-08-01T19:40:17
2355627-8,220681,1.0,2023-08-01T19:40:16
2355627-8,220657,1.0,2023-08-01T19:40:15
2355627-8,220682,1.0,2023-08-01T19:40:15
2355627-8,152605,1.0,2023-08-01T19:40:10
2355627-8,141391,0.0,2023-08-01T19:40:08
2355627-8,204426,1.0,2023-08-01T19:40:08
2355627-8,220624,1.0,2023-08-01T19:40:08
2355627-8,160518,1.0,2023-08-01T19:40:00
2355627-8,160604,1.0,2023-08-01T19:39:55
2355627-8,220688,1.0,2023-08-01T19:39:51
2355627-8,220706,1.0,2023-08-01T19:39:50
2355627-8,160535,1.0,2023-08-01T19:39:49
2355627-8,220696,1.0,2023-08-01T19:39:49
2355627-8,73806,1.0,2023-08-01T19:39:45
2355627-8,160556,1.0,2023-08-01T19:39:38
2355627-8,73801,0.0,2023-08-01T19:39:28
2355627-8,74090,1.0,2023-08-01T19:39:27
2355627-8,204355,1.0,2023-08-01T19:39:16
2355627-8,220533,1.0,2023-08-01T19:39:16
2355627-8,220577,1.0,2023-08-01T19:39:14
2355627-8,74848,0.0,2023-08-01T19:39:07
2355627-8,220581,1.0,2023-08-01T19:39:07
2355627-8,220594,1.0,2023-08-01T19:39:07
2355627-8,165470,1.0,2023-08-01T19:39:06
2355627-8,74057,1.0,2023-08-01T19:38:56
2355627-8,204444,1.0,2023-08-01T19:38:44
2355627-8,204571,1.0,2023-08-01T19:38:41
2355627-8,220602,1.0,2023-08-01T19:38:41
2355627-8,160976,1.0,2023-08-01T19:38:31
2355627-8,178970,1.0,2023-08-01T19:38:28
2355627-8,178964,1.0,2023-08-01T19:38:21
2355627-8,204573,1.0,2023-08-01T19:38:18
2355627-8,220610,1.0,2023-08-01T19:38:11
2355627-8,220607,1.0,2023-08-01T19:38:03
2355627-8,220548,1.0,2023-08-01T19:38:01
2355627-8,220629,1.0,2023-08-01T19:38:01
2355627-8,178927,1.0,2023-08-01T19:37:56
2355627-8,220591,0.0,2023-08-01T19:37:53
2355627-8,220553,1.0,2023-08-01T19:37:52
2355627-8,62881,1.0,2023-08-01T19:37:49
2355627-8,74574,1.0,2023-08-01T19:37:45
2355627-8,220595,1.0,2023-08-01T19:37:45
2355627-8,204391,1.0,2023-08-01T19:37:40
2355627-8,74044,1.0,2023-08-01T19:37:32
2355627-8,160592,1.0,2023-08-01T19:37:24
2355627-8,74253,1.0,2023-08-01T19:37:16
2355627-8,204572,1.0,2023-08-01T19:37:14
2355627-8,220583,1.0,2023-08-01T19:37:14
2355627-8,74428,1.0,2023-08-01T19:37:09
2355627-8,220671,0.0,2023-08-01T19:37:08
2355627-8,220578,0.0,2023-08-01T19:37:06
2355627-8,81055,0.0,2023-08-01T19:37:03
2355627-8,139285,0.0,2023-08-01T19:37:01
2355627-8,204394,1.0,2023-08-01T19:36:52
2355627-8,220530,1.0,2023-08-01T19:36:50
2355627-8,226179,1.0,2023-08-01T19:36:50
2355627-8,220592,1.0,2023-08-01T19:36:44
2355627-8,220608,1.0,2023-08-01T19:36:37
2355627-8,220621,1.0,2023-08-01T19:36:36
2355627-8,204518,1.0,2023-08-01T19:36:33
2355627-8,220627,1.0,2023-08-01T19:36:30
2355627-8,220617,1.0,2023-08-01T19:36:26
2355627-8,188097,1.0,2023-08-01T19:36:24
2355627-8,198783,1.0,2023-08-01T19:36:20
2355627-8,160559,1.0,2023-08-01T19:36:10
2355627-8,160665,1.0,2023-08-01T19:36:08
2355627-8,220570,1.0,2023-08-01T19:36:01
2355627-8,178929,1.0,2023-08-01T19:35:59
2355627-8,220616,1.0,2023-08-01T19:35:55
2355627-8,220598,0.0,2023-08-01T19:35:54
2355627-8,104552,1.0,2023-08-01T19:35:53
2355627-8,178866,0.0,2023-08-01T19:35:43
2355627-8,219585,1.0,2023-08-01T19:35:42
2355627-8,178873,0.0,2023-08-01T19:35:39
2355627-8,204457,1.0,2023-08-01T19:35:39
2355627-8,220526,1.0,2023-08-01T19:35:39
2355627-8,160569,0.0,2023-08-01T19:35:34
2355627-8,220640,0.0,2023-08-01T19:35:31
2355627-8,204460,1.0,2023-08-01T19:35:30
2355627-8,220685,1.0,2023-08-01T19:35:30
2355627-8,204374,1.0,2023-08-01T19:35:29
2355627-8,74060,0.0,2023-08-01T19:35:28
2355627-8,160674,1.0,2023-08-01T19:35:27
2355627-8,204378,1.0,2023-08-01T19:35:27
2355627-8,141456,0.0,2023-08-01T19:35:21
2355627-8,138286,1.0,2023-08-01T19:35:20
2355627-8,160666,1.0,2023-08-01T19:35:20
2355627-8,220672,1.0,2023-08-01T19:35:18
2355627-8,74141,0.0,2023-08-01T19:35:17
2355627-8,178986,0.0,2023-08-01T19:35:17
2355627-8,220534,1.0,2023-08-01T19:35:17
2355627-8,204396,1.0,2023-08-01T19:35:15
2355627-8,220687,1.0,2023-08-01T19:35:13
2355627-8,204528,1.0,2023-08-01T19:35:10
2355627-8,220634,1.0,2023-08-01T19:35:07
2355627-8,220665,1.0,2023-08-01T19:35:03
2355627-8,225730,1.0,2023-08-01T19:35:02
2355627-8,220572,1.0,2023-08-01T19:35:00
2355627-8,73604,0.0,2023-08-01T19:34:59
2355627-8,204365,1.0,2023-08-01T19:34:53
2355627-8,204436,1.0,2023-08-01T19:34:52
2355627-8,220703,1.0,2023-08-01T19:34:52
2355627-8,220603,1.0,2023-08-01T19:34:51
2355627-8,178896,1.0,2023-08-01T19:34:50
2355627-8,220560,1.0,2023-08-01T19:34:50
2355627-8,220649,1.0,2023-08-01T19:34:47
2355627-8,74356,1.0,2023-08-01T19:34:45
2355627-8,73441,1.0,2023-08-01T19:34:43
2355627-8,74856,1.0,2023-08-01T19:34:43
2355627-8,91228,1.0,2023-08-01T19:34:41
2355627-8,205476,1.0,2023-08-01T19:34:41
2355627-8,220668,1.0,2023-08-01T19:34:41
2355627-8,178908,1.0,2023-08-01T19:34:38
2355627-8,204372,1.0,2023-08-01T19:34:35
2355627-8,178871,1.0,2023-08-01T19:34:34
2355627-8,141480,1.0,2023-08-01T19:34:33
2355627-8,204408,1.0,2023-08-01T19:34:33
2355627-8,204472,1.0,2023-08-01T19:34:33
2355627-8,220559,1.0,2023-08-01T19:34:33
2355627-8,220623,1.0,2023-08-01T19:34:33
2355627-8,220659,1.0,2023-08-01T19:34:32
2355627-8,156190,1.0,2023-08-01T19:34:30
2355627-8,178860,1.0,2023-08-01T19:34:30
2355627-8,220528,0.0,2023-08-01T19:34:29
2355627-8,74156,0.0,2023-08-01T19:34:28
2355627-8,204525,1.0,2023-08-01T19:34:23
2355627-8,220537,1.0,2023-08-01T19:34:22
2355627-8,204441,1.0,2023-08-01T19:34:21
2355627-8,178933,1.0,2023-08-01T19:34:20
2355627-8,178975,1.0,2023-08-01T19:34:19
2355627-8,220546,1.0,2023-08-01T19:34:19
2355627-8,204364,1.0,2023-08-01T19:34:18
2355627-8,220538,1.0,2023-08-01T19:34:18
2355627-8,220647,1.0,2023-08-01T19:34:17
2355627-8,141458,0.0,2023-08-01T19:34:14
2355627-8,178983,1.0,2023-08-01T19:34:14
2355627-8,179001,1.0,2023-08-01T19:34:12
2355627-8,220619,1.0,2023-08-01T19:34:12
2355627-8,166402,1.0,2023-08-01T19:34:10
2355627-8,204485,1.0,2023-08-01T19:34:10
2355627-8,220676,1.0,2023-08-01T19:34:10
2355627-8,73579,1.0,2023-08-01T19:34:08
2355627-8,204473,1.0,2023-08-01T19:34:06
2355627-8,141421,1.0,2023-08-01T19:34:05
2355627-8,73692,1.0,2023-08-01T19:34:03
2355627-8,74585,1.0,2023-08-01T19:34:02
2355627-8,220551,1.0,2023-08-01T19:34:02
2355627-8,220590,1.0,2023-08-01T19:33:59
2355627-8,178858,1.0,2023-08-01T19:33:57
2355627-8,220557,1.0,2023-08-01T19:33:56
2355627-8,220544,1.0,2023-08-01T19:33:55
2355627-8,178895,1.0,2023-08-01T19:33:54
2355627-8,178972,1.0,2023-08-01T19:33:53
2355627-8,220527,0.0,2023-08-01T19:33:53
2355627-8,204501,0.0,2023-08-01T19:33:52
2355627-8,220545,0.0,2023-08-01T19:33:52
2355627-8,74554,1.0,2023-08-01T19:33:51
2355627-8,141408,1.0,2023-08-01T19:33:51
2355627-8,220620,1.0,2023-08-01T19:33:51
2355627-8,220663,1.0,2023-08-01T19:33:50
2355627-8,220571,1.0,2023-08-01T19:33:49
2355627-8,220677,1.0,2023-08-01T19:33:48
2355627-8,220690,1.0,2023-08-01T19:33:47
2355627-8,220686,1.0,2023-08-01T19:33:46
2355627-8,74299,1.0,2023-08-01T19:33:44
2355627-8,133439,1.0,2023-08-01T19:33:43
2355627-8,209189,0.0,2023-08-01T19:33:43
2355627-8,220652,1.0,2023-08-01T19:33:43
2355627-8,73768,1.0,2023-08-01T19:33:41
2355627-8,204395,1.0,2023-08-01T19:33:41
2355627-8,204486,1.0,2023-08-01T19:33:40
2355627-8,220539,1.0,2023-08-01T19:33:40
2355627-8,160512,1.0,2023-08-01T19:33:39
2355627-8,220543,1.0,2023-08-01T19:33:39
2355627-8,74043,1.0,2023-08-01T19:33:38
2355627-8,178997,1.0,2023-08-01T19:33:37
2355627-8,204560,1.0,2023-08-01T19:33:37
2355627-8,220579,1.0,2023-08-01T19:33:33
2355627-8,220651,1.0,2023-08-01T19:33:33
2355627-8,66385,1.0,2023-08-01T19:33:32
2355627-8,178835,1.0,2023-08-01T19:33:32
2355627-8,220547,1.0,2023-08-01T19:33:32
2355627-8,220599,1.0,2023-08-01T19:33:32
2355627-8,220715,1.0,2023-08-01T19:33:31
2355627-8,92102,1.0,2023-08-01T19:33:30
2355627-8,220628,1.0,2023-08-01T19:33:30
2355627-8,220646,1.0,2023-08-01T19:33:29
2355627-8,220673,1.0,2023-08-01T19:33:29
2355627-8,220596,1.0,2023-08-01T19:33:27
2355627-8,179000,1.0,2023-08-01T19:33:26
2355627-8,220635,1.0,2023-08-01T19:33:26
2355627-8,74467,1.0,2023-08-01T19:33:22
2355627-8,210989,1.0,2023-08-01T19:33:22
2355627-8,220700,0.0,2023-08-01T19:33:21
2355627-8,220654,1.0,2023-08-01T19:33:20
2355627-8,221378,0.0,2023-08-01T19:33:17
2355627-8,74376,0.0,2023-08-01T19:33:16
2355627-8,204416,1.0,2023-08-01T19:33:16
2355627-8,220692,1.0,2023-08-01T19:33:16
2355627-8,220713,1.0,2023-08-01T19:33:16
2355627-8,220597,1.0,2023-08-01T19:33:14
2355627-8,204351,1.0,2023-08-01T19:33:13
2355627-8,220632,0.0,2023-08-01T19:33:13
2355627-8,220633,1.0,2023-08-01T19:33:13
2355627-8,204534,1.0,2023-08-01T19:33:12
2355627-8,141531,1.0,2023-08-01T19:33:09
2355627-8,160599,1.0,2023-08-01T19:33:08
2355627-8,204549,1.0,2023-08-01T19:33:08
2355627-8,204559,0.0,2023-08-01T19:33:08
2355627-8,209787,1.0,2023-08-01T19:33:08
2355627-8,220699,1.0,2023-08-01T19:33:08
2355627-8,74317,1.0,2023-08-01T19:33:07
2355627-8,157130,0.0,2023-08-01T19:33:06
2355627-8,214694,1.0,2023-08-01T19:33:06
2355627-8,74537,1.0,2023-08-01T19:33:05
2355627-8,178966,1.0,2023-08-01T19:33:05
2355627-8,220587,1.0,2023-08-01T19:33:04
2355627-8,204476,1.0,2023-08-01T19:33:02
2355627-8,220576,1.0,2023-08-01T19:33:02
2355627-8,220701,1.0,2023-08-01T19:33:02
2355627-8,220564,1.0,2023-08-01T19:33:00
2355627-8,160673,1.0,2023-08-01T19:32:58
2355627-8,220683,1.0,2023-08-01T19:32:58
2355627-8,222429,1.0,2023-08-01T19:32:58
2355627-8,180214,1.0,2023-08-01T19:32:57
2355627-8,204411,1.0,2023-08-01T19:32:57
2355627-8,220582,0.0,2023-08-01T19:32:57
2355627-8,204539,1.0,2023-08-01T19:32:56
2355627-8,220625,1.0,2023-08-01T19:32:56
2355627-8,217480,1.0,2023-08-01T19:32:55
2355627-8,160635,1.0,2023-08-01T19:32:54
2355627-8,220669,1.0,2023-08-01T19:32:54
2355627-8,220540,1.0,2023-08-01T19:32:53
2355627-8,160600,1.0,2023-08-01T19:32:52
2355627-8,220558,1.0,2023-08-01T19:32:52
2355627-8,74374,1.0,2023-08-01T19:32:51
2355627-8,160588,1.0,2023-08-01T19:32:51
2355627-8,98615,1.0,2023-08-01T19:32:50
2355627-8,220568,1.0,2023-08-01T19:32:50
2355627-8,220552,1.0,2023-08-01T19:32:47
2355627-8,220600,1.0,2023-08-01T19:32:47
2355627-8,160629,1.0,2023-08-01T19:32:46
2355627-8,220631,1.0,2023-08-01T19:32:46
2355627-8,204448,1.0,2023-08-01T19:32:45
2355627-8,141487,1.0,2023-08-01T19:32:43
2355627-8,141516,1.0,2023-08-01T19:32:42
2355627-8,204495,0.0,2023-08-01T19:32:42
2355627-8,220655,1.0,2023-08-01T19:32:42
2355627-8,88256,0.0,2023-08-01T19:32:41
2355627-8,121948,1.0,2023-08-01T19:32:41
2355627-8,204406,1.0,2023-08-01T19:32:40
